Column1,Gender,EthnicGroup,ParentEduc,LaunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
2154,male,group D,associate's degree,standard,none,married,never,no,1,private,> 10,85,80,78
2155,male,group E,bachelor's degree,standard,completed,married,regularly,no,1,private,< 5,85,78,84
2156,male,group C,High School,free/reduced,completed,married,regularly,no,3,private,< 5,60,73,61
2157,male,group D,master's degree,standard,none,married,regularly,no,3,school_bus,> 10,77,74,71
2158,female,group C,bachelor's degree,free/reduced,none,single,regularly,no,4,private,< 5,49,59,59
2159,male,group D,master's degree,standard,completed,single,sometimes,no,1,private,< 5,72,88,89
2160,female,group D,High School,standard,completed,married,sometimes,no,4,school_bus,< 5,74,83,86
2161,male,group C,high school,standard,completed,married,sometimes,yes,2,school_bus,> 10,46,43,37
2162,female,group B,bachelor's degree,free/reduced,completed,divorced,sometimes,no,4,school_bus,< 5,63,63,68
2163,female,group E,high school,standard,none,single,sometimes,yes,0,school_bus,< 5,76,77,70
2164,female,group C,associate's degree,free/reduced,completed,single,sometimes,yes,3,school_bus,< 5,68,83,78
2165,female,group D,High School,free/reduced,none,divorced,regularly,yes,2,school_bus,< 5,62,71,72
2166,female,group C,high school,standard,none,married,regularly,no,5,school_bus,> 10,72,75,66
2167,female,group A,high school,standard,none,married,sometimes,yes,3,school_bus,> 10,74,81,77
2168,female,group E,bachelor's degree,free/reduced,none,married,sometimes,no,2,school_bus,< 5,49,65,55
2169,female,group C,master's degree,free/reduced,none,single,sometimes,yes,1,school_bus,< 5,43,44,52
2170,female,group D,bachelor's degree,standard,none,married,sometimes,no,3,school_bus,< 5,61,72,69
2171,female,group C,associate's degree,free/reduced,none,single,never,yes,3,school_bus,> 10,42,50,49
2172,male,group B,High School,free/reduced,completed,married,sometimes,yes,2,school_bus,> 10,76,80,76
2173,male,group C,associate's degree,standard,none,married,regularly,yes,2,private,< 5,47,40,40
2174,male,group C,associate's degree,free/reduced,none,single,regularly,yes,3,private,< 5,74,71,70
2175,male,group C,bachelor's degree,free/reduced,none,single,regularly,no,3,private,< 5,51,49,48
2176,female,group E,High School,standard,completed,married,regularly,no,3,private,< 5,84,86,86
2177,female,group D,bachelor's degree,free/reduced,none,single,sometimes,no,2,school_bus,< 5,32,36,37
2178,female,group B,bachelor's degree,standard,none,married,regularly,no,4,private,> 10,63,72,73
2179,female,group B,High School,standard,none,divorced,sometimes,yes,2,school_bus,< 5,49,61,51
2180,female,group E,high school,standard,none,single,sometimes,yes,0,private,< 5,64,77,68
2181,male,group C,bachelor's degree,free/reduced,none,divorced,sometimes,yes,0,school_bus,< 5,43,44,43
2182,female,group C,High School,standard,completed,married,regularly,yes,0,private,> 10,57,58,67
2183,male,group D,associate's degree,standard,none,married,never,no,3,private,> 10,94,87,87
2184,female,group D,high school,standard,none,married,regularly,yes,1,school_bus,< 5,57,58,57
2185,female,group A,High School,free/reduced,completed,married,regularly,no,1,school_bus,< 5,47,56,61
2186,male,group D,bachelor's degree,free/reduced,none,married,regularly,yes,3,school_bus,< 5,51,54,52
2187,female,group C,high school,free/reduced,none,married,never,yes,3,private,> 10,53,64,65
2188,female,group C,associate's degree,free/reduced,none,single,sometimes,yes,3,school_bus,< 5,33,41,41
2189,male,group C,bachelor's degree,free/reduced,completed,married,regularly,yes,1,school_bus,< 5,77,81,85
2190,male,group D,bachelor's degree,standard,none,married,regularly,no,1,private,< 5,87,87,88
2191,male,group A,bachelor's degree,standard,completed,married,never,yes,4,private,> 10,53,68,60
2192,female,group D,associate's degree,standard,none,married,sometimes,yes,5,school_bus,> 10,87,100,97
2193,male,group D,bachelor's degree,standard,none,divorced,sometimes,no,5,school_bus,> 10,98,92,87
2194,female,group B,associate's degree,standard,none,single,sometimes,no,1,school_bus,< 5,60,70,67
2195,male,group C,bachelor's degree,standard,completed,married,sometimes,yes,0,private,> 10,67,60,58
2196,male,group C,associate's degree,standard,none,single,sometimes,yes,3,school_bus,> 10,64,56,52
2197,female,group A,bachelor's degree,standard,completed,married,sometimes,yes,2,private,< 5,53,66,68
2198,female,group B,high school,standard,none,married,sometimes,yes,4,school_bus,< 5,73,82,81
2199,female,group A,bachelor's degree,free/reduced,completed,single,sometimes,yes,3,private,< 5,54,74,73
2200,male,group E,bachelor's degree,standard,completed,married,regularly,yes,0,private,< 5,89,82,81
2201,female,group A,high school,standard,completed,married,regularly,yes,5,school_bus,< 5,55,57,61
2202,female,group D,bachelor's degree,free/reduced,completed,married,sometimes,yes,2,school_bus,< 5,46,65,63
2203,female,group E,High School,free/reduced,none,widowed,regularly,yes,1,school_bus,< 5,72,70,77
2204,female,group D,High School,standard,none,married,sometimes,yes,1,school_bus,> 10,51,61,58
2205,male,group B,High School,free/reduced,none,single,sometimes,yes,0,private,< 5,57,56,46
2206,female,group C,associate's degree,standard,completed,married,sometimes,yes,0,school_bus,> 10,74,81,79
2207,male,group B,High School,free/reduced,none,single,sometimes,yes,3,school_bus,< 5,52,53,41
2208,female,group C,master's degree,free/reduced,none,single,sometimes,yes,1,school_bus,< 5,49,55,54
2209,male,group D,bachelor's degree,free/reduced,completed,single,sometimes,yes,5,school_bus,> 10,64,64,71
2210,male,group C,High School,free/reduced,none,married,sometimes,yes,4,school_bus,< 5,72,71,65
2211,male,group D,bachelor's degree,free/reduced,none,married,never,no,1,school_bus,> 10,49,55,53
2212,male,group E,High School,standard,completed,single,sometimes,yes,2,school_bus,> 10,81,66,68
2213,female,group B,bachelor's degree,standard,completed,single,sometimes,no,3,school_bus,> 10,92,86,94
2214,male,group B,High School,free/reduced,completed,married,sometimes,no,3,school_bus,> 10,37,40,39
2215,male,group C,bachelor's degree,standard,none,married,regularly,yes,4,school_bus,< 5,70,66,61
2216,female,group E,associate's degree,standard,completed,married,sometimes,yes,1,school_bus,< 5,74,81,82
2217,male,group D,associate's degree,free/reduced,none,married,regularly,no,1,private,< 5,68,66,67
2218,male,group D,high school,standard,none,single,never,no,3,school_bus,< 5,70,58,66
2219,female,group B,High School,free/reduced,none,married,never,yes,1,private,< 5,24,36,40
2220,male,group D,high school,free/reduced,completed,married,sometimes,yes,0,private,> 10,60,61,59
2221,female,group B,High School,free/reduced,none,single,sometimes,no,4,school_bus,< 5,41,54,49
2222,male,group A,High School,free/reduced,none,single,regularly,no,1,school_bus,> 10,45,45,43
2223,female,group B,high school,standard,none,single,never,yes,2,private,> 10,81,91,87
2224,male,group D,associate's degree,standard,none,married,sometimes,yes,4,private,< 5,82,83,82
2225,female,group E,associate's degree,standard,none,single,sometimes,yes,2,school_bus,< 5,69,82,77
2226,male,group C,associate's degree,free/reduced,none,married,never,yes,0,school_bus,> 10,55,51,40
2227,female,group C,high school,standard,completed,married,never,no,1,school_bus,> 10,52,67,66
2228,male,group D,bachelor's degree,standard,none,married,regularly,yes,2,private,> 10,44,45,41
2229,male,group D,High School,standard,none,married,regularly,yes,2,school_bus,< 5,75,64,62
2230,female,group D,bachelor's degree,standard,none,married,sometimes,no,1,private,> 10,80,89,89
2231,female,group C,High School,free/reduced,none,single,never,yes,2,private,> 10,34,46,48
2232,female,group E,bachelor's degree,standard,none,married,sometimes,yes,6,private,> 10,89,93,86
2233,male,group D,bachelor's degree,standard,completed,married,regularly,yes,1,school_bus,> 10,68,60,70
2234,female,group B,master's degree,standard,none,widowed,sometimes,no,3,school_bus,> 10,87,82,81
2235,male,group C,bachelor's degree,standard,none,married,regularly,yes,1,private,> 10,64,63,59
2236,male,group E,bachelor's degree,standard,completed,married,sometimes,no,2,private,> 10,100,93,100
2237,male,group D,associate's degree,standard,none,married,sometimes,yes,1,school_bus,< 5,91,85,86
2238,female,group B,bachelor's degree,standard,completed,married,regularly,no,3,private,< 5,80,85,96
2239,female,group C,associate's degree,standard,none,married,sometimes,yes,0,private,< 5,56,65,65
2240,male,group E,associate's degree,standard,none,married,sometimes,yes,1,private,< 5,96,84,83
2241,female,group C,High School,free/reduced,none,single,sometimes,yes,3,school_bus,> 10,40,55,52
2242,female,group E,high school,free/reduced,completed,married,regularly,yes,3,private,> 10,65,73,71
2243,female,group E,bachelor's degree,standard,completed,married,sometimes,no,2,private,< 5,87,86,89
2244,female,group D,bachelor's degree,standard,none,single,regularly,yes,2,school_bus,< 5,65,79,78
2245,female,group C,bachelor's degree,standard,none,married,sometimes,yes,4,school_bus,< 5,66,71,73
2246,female,group D,High School,standard,completed,divorced,regularly,no,2,school_bus,< 5,60,69,73
2247,male,group A,associate's degree,free/reduced,completed,divorced,regularly,yes,2,school_bus,< 5,60,61,61
2248,male,group E,High School,standard,none,single,regularly,yes,4,school_bus,< 5,71,71,67
2249,female,group D,associate's degree,standard,none,married,never,yes,0,private,> 10,54,66,66
2250,male,group C,associate's degree,standard,none,married,regularly,yes,1,school_bus,> 10,66,63,59
2251,male,group D,high school,standard,completed,single,regularly,yes,3,school_bus,< 5,97,88,89
2252,female,group E,high school,free/reduced,none,married,regularly,yes,3,private,< 5,71,83,78
2253,female,group B,high school,free/reduced,completed,divorced,sometimes,yes,3,private,> 10,71,83,81
2254,female,group B,bachelor's degree,free/reduced,completed,married,sometimes,yes,4,private,< 5,54,66,67
2255,male,group E,High School,standard,none,divorced,sometimes,yes,1,school_bus,> 10,84,77,65
2256,male,group E,associate's degree,free/reduced,none,married,sometimes,yes,2,private,> 10,60,60,58
2257,male,group E,high school,standard,none,married,sometimes,yes,0,school_bus,> 10,99,86,79
2258,female,group D,bachelor's degree,standard,completed,married,sometimes,yes,2,private,< 5,51,63,65
2259,female,group C,High School,free/reduced,none,single,regularly,yes,1,school_bus,< 5,31,36,30
2260,male,group E,bachelor's degree,standard,none,married,sometimes,yes,3,private,> 10,72,58,55
2261,female,group C,bachelor's degree,standard,none,married,sometimes,yes,2,private,< 5,55,65,59
2262,female,group D,associate's degree,free/reduced,none,single,sometimes,yes,4,school_bus,> 10,61,75,71
2263,female,group D,associate's degree,free/reduced,none,married,sometimes,yes,1,school_bus,> 10,79,87,78
2264,female,group D,bachelor's degree,standard,completed,divorced,sometimes,no,1,private,< 5,48,56,61
2265,male,group B,bachelor's degree,standard,none,married,regularly,yes,4,school_bus,> 10,83,82,83
2266,female,group D,High School,free/reduced,completed,married,never,no,1,school_bus,< 5,53,77,79
2267,female,group A,associate's degree,standard,completed,widowed,sometimes,yes,1,private,< 5,47,59,67
2268,female,group C,associate's degree,free/reduced,completed,married,sometimes,yes,4,school_bus,< 5,87,95,98
2269,female,group D,associate's degree,standard,completed,divorced,regularly,no,3,school_bus,< 5,59,62,68
2270,female,group E,bachelor's degree,standard,completed,married,sometimes,no,4,school_bus,< 5,72,77,74
2271,female,group A,High School,standard,none,single,regularly,yes,2,private,< 5,55,62,64
2272,male,group D,high school,free/reduced,completed,married,sometimes,no,2,school_bus,< 5,50,56,61
2273,female,group C,master's degree,standard,none,married,never,yes,2,school_bus,> 10,33,43,48
2274,male,group D,bachelor's degree,standard,completed,single,sometimes,yes,1,school_bus,< 5,66,65,69
2275,male,group C,bachelor's degree,standard,none,single,sometimes,yes,1,private,< 5,76,69,70
2276,male,group B,high school,standard,none,divorced,never,no,1,private,< 5,61,67,63
2277,male,group C,associate's degree,free/reduced,completed,married,regularly,no,2,private,< 5,65,67,68
2278,female,group B,bachelor's degree,free/reduced,none,divorced,sometimes,yes,2,private,> 10,62,76,71
2279,male,group E,associate's degree,standard,none,divorced,sometimes,no,7,private,> 10,94,86,76
2280,female,group B,master's degree,free/reduced,none,divorced,regularly,no,1,private,< 5,50,66,69
2281,female,group E,High School,standard,none,married,regularly,yes,3,school_bus,< 5,86,82,84
2282,female,group B,high school,standard,none,divorced,regularly,yes,2,private,> 10,90,89,86
2283,female,group D,associate's degree,standard,none,single,sometimes,no,2,private,< 5,80,93,85
2284,male,group D,bachelor's degree,standard,completed,single,never,yes,3,school_bus,> 10,78,65,74
2285,female,group C,high school,standard,none,married,regularly,yes,2,private,> 10,82,77,80
2286,female,group B,high school,standard,completed,married,sometimes,no,3,private,> 10,66,79,81
2287,female,group C,master's degree,standard,none,married,sometimes,no,2,school_bus,> 10,79,93,92
2288,male,group C,associate's degree,free/reduced,none,married,sometimes,yes,2,school_bus,< 5,59,68,62
2289,female,group D,associate's degree,standard,none,married,sometimes,yes,4,school_bus,< 5,76,85,89
2290,female,group D,high school,standard,none,married,regularly,yes,0,private,> 10,36,45,46
2291,male,group E,associate's degree,standard,none,married,sometimes,yes,2,private,< 5,72,72,66
2292,male,group C,bachelor's degree,standard,none,married,sometimes,yes,0,school_bus,< 5,76,66,61
2293,female,group C,bachelor's degree,free/reduced,none,married,regularly,yes,1,school_bus,> 10,60,62,60
2294,male,group B,High School,standard,none,married,sometimes,yes,0,school_bus,> 10,59,51,43
2295,male,group E,High School,standard,none,divorced,never,yes,4,school_bus,< 5,65,70,66
2296,male,group B,High School,free/reduced,none,married,regularly,yes,4,school_bus,> 10,54,49,41
2297,female,group D,bachelor's degree,standard,none,divorced,regularly,yes,2,school_bus,< 5,68,77,79
2298,male,group A,bachelor's degree,standard,none,single,never,yes,3,private,> 10,71,67,59
2299,female,group B,bachelor's degree,free/reduced,none,married,never,no,2,private,< 5,45,57,57
2300,male,group E,bachelor's degree,free/reduced,completed,married,regularly,yes,3,school_bus,< 5,73,69,66
2301,female,group B,High School,standard,none,married,sometimes,no,4,school_bus,< 5,76,72,70
2302,female,group E,high school,standard,none,single,never,yes,3,private,> 10,75,66,63
2303,female,group B,bachelor's degree,standard,none,married,sometimes,no,3,private,< 5,67,65,67
2304,female,group E,High School,standard,none,divorced,sometimes,no,1,school_bus,> 10,74,79,79
2305,male,group E,bachelor's degree,standard,none,single,never,yes,1,private,> 10,80,67,67
2306,male,group D,associate's degree,free/reduced,none,divorced,sometimes,yes,0,school_bus,> 10,73,64,67
2307,male,group C,High School,free/reduced,none,single,regularly,yes,3,school_bus,< 5,50,48,48
2308,female,group C,High School,free/reduced,completed,single,regularly,yes,2,school_bus,< 5,46,66,59
2309,female,group B,master's degree,free/reduced,none,single,sometimes,no,3,school_bus,< 5,33,45,48
2310,female,group B,High School,standard,completed,married,regularly,yes,2,school_bus,< 5,62,76,73
2311,male,group D,bachelor's degree,standard,none,married,sometimes,yes,0,school_bus,< 5,71,61,61
2312,female,group B,associate's degree,standard,completed,married,sometimes,no,4,school_bus,< 5,47,63,65
2313,female,group C,associate's degree,standard,none,single,regularly,yes,2,private,< 5,81,93,90
2314,female,group B,high school,free/reduced,completed,married,sometimes,yes,4,private,> 10,70,69,74
2315,female,group B,High School,free/reduced,completed,single,sometimes,yes,4,school_bus,> 10,65,83,85
2316,female,group B,high school,standard,none,single,sometimes,no,3,school_bus,< 5,53,59,64
2317,male,group D,high school,standard,none,married,sometimes,no,3,school_bus,> 10,89,78,76
2318,male,group E,bachelor's degree,free/reduced,completed,married,regularly,no,2,private,> 10,93,96,100
2319,male,group C,associate's degree,standard,none,single,never,no,3,school_bus,> 10,65,57,58
2320,male,group D,bachelor's degree,free/reduced,none,divorced,sometimes,yes,4,private,< 5,65,74,68
2321,male,group C,master's degree,free/reduced,none,single,sometimes,yes,0,private,< 5,56,62,56
2322,male,group D,High School,free/reduced,completed,married,never,yes,5,private,> 10,59,62,60
2323,female,group D,High School,free/reduced,completed,divorced,sometimes,no,1,school_bus,< 5,52,67,66
2324,male,group B,master's degree,standard,completed,married,regularly,yes,4,school_bus,< 5,80,79,91
2325,male,group C,high school,standard,none,married,sometimes,yes,1,private,< 5,69,74,63
2326,female,group E,associate's degree,standard,none,married,sometimes,yes,2,school_bus,< 5,97,96,96
2327,male,group D,bachelor's degree,standard,completed,divorced,regularly,yes,1,school_bus,> 10,100,90,97
2328,male,group B,high school,free/reduced,none,single,sometimes,yes,2,school_bus,> 10,51,45,43
2329,female,group D,High School,standard,none,divorced,sometimes,no,2,school_bus,< 5,52,66,61
2330,female,group B,high school,standard,none,married,regularly,yes,0,school_bus,> 10,61,67,63
2331,female,group B,associate's degree,standard,none,single,never,no,3,school_bus,< 5,49,61,59
2332,male,group D,bachelor's degree,free/reduced,completed,single,sometimes,no,1,school_bus,< 5,59,63,65
2333,male,group C,High School,standard,none,married,sometimes,no,2,private,> 10,78,77,71
2334,male,group C,associate's degree,standard,completed,married,regularly,yes,3,private,> 10,85,74,74
2335,female,group B,High School,standard,none,single,regularly,yes,0,private,< 5,56,63,59
2336,female,group A,associate's degree,free/reduced,none,divorced,regularly,yes,2,private,< 5,36,43,47
2337,female,group A,associate's degree,free/reduced,none,married,sometimes,no,2,school_bus,> 10,51,60,59
2338,female,group D,bachelor's degree,free/reduced,none,widowed,sometimes,yes,2,school_bus,> 10,47,65,64
2339,female,group D,High School,standard,none,married,regularly,yes,4,private,< 5,63,70,70
2340,male,group D,high school,standard,none,married,regularly,yes,1,school_bus,< 5,78,76,73
2341,female,group A,associate's degree,free/reduced,none,married,sometimes,yes,4,private,< 5,32,44,43
2342,female,group C,High School,free/reduced,completed,divorced,sometimes,no,1,school_bus,< 5,34,57,55
2343,female,group E,High School,standard,none,married,sometimes,yes,3,school_bus,> 10,63,71,65
2344,female,group B,High School,free/reduced,completed,married,sometimes,yes,1,private,> 10,42,61,61
2345,female,group B,high school,standard,none,divorced,sometimes,no,2,school_bus,> 10,58,72,71
2346,male,group C,bachelor's degree,standard,none,married,never,yes,1,private,> 10,93,88,86
2347,female,group E,master's degree,standard,completed,married,sometimes,yes,2,school_bus,> 10,93,96,90
2348,female,group E,bachelor's degree,standard,completed,married,never,yes,2,school_bus,< 5,79,86,81
2349,male,group C,bachelor's degree,standard,none,married,regularly,no,3,school_bus,< 5,69,52,62
2350,female,group B,bachelor's degree,standard,completed,married,sometimes,no,2,private,< 5,72,82,86
2351,female,group A,bachelor's degree,standard,none,married,sometimes,no,1,school_bus,> 10,60,61,64
2352,female,group B,bachelor's degree,free/reduced,none,divorced,sometimes,yes,0,private,< 5,49,67,63
2353,male,group A,bachelor's degree,standard,none,married,regularly,yes,2,private,< 5,89,84,82
2354,male,group D,bachelor's degree,free/reduced,none,married,never,yes,1,private,< 5,39,36,32
2355,female,group C,high school,standard,none,married,regularly,yes,7,school_bus,< 5,44,54,52
2356,male,group A,high school,standard,none,married,never,yes,2,school_bus,< 5,80,81,71
2357,female,group B,high school,free/reduced,none,divorced,sometimes,yes,5,private,< 5,42,50,51
2358,male,group C,High School,standard,none,married,regularly,yes,1,private,> 10,67,69,60
2359,male,group B,master's degree,standard,none,divorced,regularly,yes,3,private,< 5,53,53,53
2360,male,group D,bachelor's degree,standard,completed,single,regularly,yes,0,school_bus,> 10,97,87,95
2361,male,group D,bachelor's degree,free/reduced,none,married,never,yes,2,private,> 10,70,60,60
2362,female,group A,high school,standard,completed,married,never,no,3,private,> 10,81,78,81
2363,male,group D,associate's degree,standard,none,single,sometimes,yes,3,school_bus,> 10,70,60,56
2364,female,group C,master's degree,standard,completed,divorced,sometimes,no,1,school_bus,< 5,77,86,91
2365,male,group D,bachelor's degree,standard,completed,married,regularly,yes,1,school_bus,< 5,85,79,81
2366,female,group D,master's degree,free/reduced,completed,single,sometimes,yes,1,school_bus,< 5,75,95,95
2367,male,group C,bachelor's degree,free/reduced,completed,married,regularly,yes,0,school_bus,< 5,53,45,59
2368,female,group C,bachelor's degree,standard,none,single,sometimes,yes,2,school_bus,< 5,84,84,84
2369,female,group B,associate's degree,free/reduced,completed,single,sometimes,no,1,private,> 10,62,77,79
2370,male,group B,bachelor's degree,standard,none,divorced,never,no,3,school_bus,< 5,63,62,58
2371,female,group C,high school,standard,none,married,sometimes,yes,3,school_bus,> 10,65,66,68
2372,male,group B,bachelor's degree,standard,none,married,sometimes,yes,1,private,< 5,56,51,49
2373,female,group B,high school,standard,completed,divorced,sometimes,no,4,private,> 10,62,57,67
2374,female,group B,High School,free/reduced,none,married,sometimes,yes,0,school_bus,> 10,69,74,71
2375,male,group C,High School,free/reduced,none,married,regularly,no,5,private,> 10,46,46,43
2376,male,group B,high school,free/reduced,none,married,sometimes,no,1,school_bus,> 10,76,73,68
2377,male,group D,bachelor's degree,free/reduced,completed,single,sometimes,yes,1,school_bus,> 10,77,83,78
2378,male,group C,master's degree,standard,completed,married,sometimes,no,1,private,> 10,85,71,74
2379,female,group E,high school,free/reduced,completed,married,sometimes,yes,1,private,< 5,90,91,93
2380,male,group B,associate's degree,standard,completed,single,never,no,5,private,< 5,93,88,85
2381,male,group C,bachelor's degree,standard,none,married,never,yes,0,private,< 5,79,63,64
2382,female,group E,bachelor's degree,standard,none,married,sometimes,yes,3,school_bus,< 5,75,83,75
2383,male,group D,bachelor's degree,free/reduced,completed,married,sometimes,yes,3,school_bus,> 10,69,64,73
2384,male,group C,bachelor's degree,standard,none,married,sometimes,yes,0,school_bus,< 5,57,64,62
2385,male,group D,bachelor's degree,standard,completed,married,sometimes,yes,1,school_bus,< 5,83,73,69
2386,female,group C,high school,free/reduced,none,married,regularly,no,1,private,< 5,59,70,65
2387,female,group C,bachelor's degree,standard,none,married,sometimes,yes,3,private,< 5,76,86,84
2388,male,group D,bachelor's degree,free/reduced,none,married,regularly,no,3,private,> 10,59,53,50
2389,female,group B,High School,standard,completed,married,regularly,yes,3,school_bus,> 10,46,60,53
2390,female,group C,High School,standard,none,single,sometimes,yes,2,private,< 5,72,82,82
2391,female,group D,bachelor's degree,standard,none,divorced,sometimes,yes,1,school_bus,< 5,54,69,64
2392,female,group D,master's degree,standard,completed,single,never,no,4,school_bus,< 5,53,69,68
2393,male,group E,master's degree,free/reduced,none,single,sometimes,yes,0,school_bus,< 5,62,54,58
2394,male,group D,High School,standard,completed,married,regularly,no,4,private,< 5,78,81,80
2395,male,group D,bachelor's degree,free/reduced,none,married,regularly,yes,2,school_bus,> 10,55,48,58
2396,female,group C,bachelor's degree,standard,none,married,regularly,yes,1,school_bus,< 5,67,67,68
2397,female,group C,High School,standard,none,single,sometimes,yes,3,private,> 10,69,60,64
2398,male,group E,high school,free/reduced,none,single,regularly,yes,3,school_bus,< 5,50,49,47
2399,male,group C,associate's degree,standard,none,married,sometimes,yes,1,private,< 5,62,58,57
2400,female,group B,master's degree,standard,none,divorced,regularly,yes,0,school_bus,< 5,60,87,81
2401,female,group B,master's degree,free/reduced,none,married,sometimes,no,2,school_bus,> 10,74,75,82
2402,male,group D,high school,standard,none,married,sometimes,yes,0,school_bus,< 5,81,74,71
2403,female,group D,master's degree,standard,none,divorced,never,no,2,private,> 10,80,89,91
2404,female,group D,bachelor's degree,standard,none,married,regularly,no,5,private,< 5,42,47,58
2405,male,group D,high school,standard,none,married,regularly,yes,3,school_bus,< 5,84,88,86
2406,female,group B,associate's degree,free/reduced,completed,divorced,never,no,1,private,< 5,72,88,86
2407,male,group D,bachelor's degree,standard,none,married,never,yes,1,private,< 5,48,55,47
2408,female,group B,High School,standard,none,married,regularly,no,1,school_bus,< 5,61,68,71
2409,male,group D,associate's degree,standard,completed,married,sometimes,no,1,private,< 5,83,78,78
2410,female,group C,high school,standard,none,married,never,yes,5,private,> 10,79,91,86
2411,female,group D,High School,standard,none,married,sometimes,yes,2,school_bus,< 5,67,71,69
2412,male,group C,associate's degree,standard,none,divorced,regularly,yes,0,private,< 5,61,52,50
2413,male,group A,high school,standard,none,married,sometimes,no,4,private,> 10,62,64,61
2414,male,group C,master's degree,standard,none,married,sometimes,no,3,private,> 10,74,62,59
2415,male,group A,bachelor's degree,standard,completed,single,regularly,yes,1,private,< 5,67,74,75
2416,female,group B,bachelor's degree,standard,completed,single,sometimes,yes,1,school_bus,> 10,48,50,53
2417,female,group B,associate's degree,free/reduced,completed,divorced,sometimes,yes,1,private,> 10,19,36,32
2418,male,group C,associate's degree,standard,completed,married,sometimes,no,4,school_bus,> 10,74,69,67
2419,male,group D,associate's degree,free/reduced,completed,divorced,regularly,yes,5,private,< 5,73,70,70
2420,female,group A,bachelor's degree,standard,none,married,sometimes,yes,2,school_bus,< 5,91,98,94
2421,male,group B,bachelor's degree,standard,none,single,regularly,yes,3,school_bus,< 5,59,54,51
2422,female,group C,bachelor's degree,standard,completed,married,sometimes,yes,1,school_bus,< 5,64,73,80
2423,female,group C,associate's degree,free/reduced,none,single,sometimes,no,1,private,> 10,71,80,82
2424,male,group C,high school,free/reduced,none,married,regularly,no,1,school_bus,< 5,56,55,51
2425,female,group C,associate's degree,standard,none,married,sometimes,no,1,private,< 5,76,83,88
2426,female,group C,high school,standard,none,married,regularly,yes,1,school_bus,< 5,83,78,81
2427,female,group A,master's degree,free/reduced,none,married,sometimes,no,2,private,> 10,48,73,72
2428,male,group C,associate's degree,standard,none,married,sometimes,no,4,private,> 10,60,53,59
2429,female,group E,master's degree,standard,completed,divorced,sometimes,yes,4,school_bus,> 10,70,78,82
2430,male,group D,bachelor's degree,standard,completed,single,sometimes,no,1,private,> 10,67,71,70
2431,female,group C,High School,free/reduced,none,married,sometimes,yes,4,school_bus,< 5,64,77,73
2432,female,group D,associate's degree,free/reduced,completed,married,regularly,yes,3,private,> 10,56,71,71
2433,male,group B,associate's degree,standard,none,married,sometimes,no,1,school_bus,> 10,74,65,61
2434,male,group D,bachelor's degree,free/reduced,none,single,sometimes,yes,0,school_bus,< 5,63,74,67
2435,male,group E,High School,standard,completed,married,regularly,yes,0,school_bus,< 5,99,95,100
2436,female,group D,high school,standard,none,married,sometimes,yes,3,school_bus,> 10,62,79,75
2437,male,group C,associate's degree,standard,none,married,sometimes,no,2,school_bus,< 5,59,59,54
2438,female,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,1,school_bus,< 5,63,81,75
2439,female,group C,bachelor's degree,standard,none,married,regularly,yes,2,school_bus,< 5,63,67,60
2440,male,group E,High School,free/reduced,none,divorced,sometimes,yes,4,school_bus,< 5,39,32,26
2441,male,group C,high school,standard,none,married,sometimes,yes,0,school_bus,< 5,68,71,66
2442,male,group B,associate's degree,free/reduced,completed,single,regularly,yes,4,school_bus,< 5,56,68,65
2443,female,group A,bachelor's degree,standard,completed,married,regularly,yes,5,private,> 10,86,96,99
2444,female,group C,associate's degree,free/reduced,none,single,sometimes,no,4,private,< 5,41,63,62
2445,female,group D,high school,free/reduced,none,divorced,sometimes,no,1,private,> 10,59,75,62
2446,male,group D,bachelor's degree,standard,none,married,regularly,yes,2,private,< 5,79,68,67
2447,female,group C,bachelor's degree,standard,completed,divorced,sometimes,yes,3,private,> 10,78,82,87
2448,female,group E,master's degree,free/reduced,none,divorced,sometimes,yes,1,private,> 10,93,91,98
2449,female,group E,High School,free/reduced,none,married,regularly,no,2,school_bus,> 10,53,54,52
2450,female,group E,associate's degree,free/reduced,completed,married,sometimes,yes,2,private,< 5,64,76,72
2451,female,group B,bachelor's degree,free/reduced,none,divorced,sometimes,yes,1,private,> 10,59,73,70
2452,female,group B,bachelor's degree,standard,none,married,sometimes,yes,3,private,< 5,65,81,80
2453,female,group E,High School,standard,completed,married,sometimes,no,1,school_bus,< 5,70,82,78
2454,female,group C,bachelor's degree,standard,none,married,sometimes,no,3,school_bus,> 10,73,78,81
2455,male,group E,bachelor's degree,standard,none,married,never,yes,3,school_bus,> 10,99,90,89
2456,male,group C,bachelor's degree,standard,none,divorced,sometimes,yes,3,school_bus,< 5,64,45,48
2457,female,group C,High School,free/reduced,completed,married,sometimes,yes,2,private,> 10,71,84,83
2458,male,group E,High School,free/reduced,none,married,regularly,yes,3,school_bus,> 10,66,67,54
2459,female,group D,high school,free/reduced,none,single,sometimes,yes,1,school_bus,> 10,58,66,60
2460,female,group C,bachelor's degree,standard,completed,divorced,regularly,yes,5,school_bus,< 5,80,85,96
2461,male,group C,bachelor's degree,standard,none,single,never,yes,3,school_bus,< 5,64,76,70
2462,male,group C,High School,free/reduced,completed,married,regularly,yes,1,school_bus,> 10,26,19,19
